feature,fold,model
H19,2,LR_C=0.01
CAMK2N2,2,LR_C=0.01
CSF2,2,LR_C=0.01
SGSM1,2,LR_C=0.01
HIGD2B,2,LR_C=0.01
RBMXL3,2,LR_C=0.01
LACC1,2,LR_C=0.01
OR52N5,2,LR_C=0.01
AC138647.1,2,LR_C=0.01
AL449283.1,2,LR_C=0.01
HNRNPA1P9,2,LR_C=0.01
AL445235.1,2,LR_C=0.01
AC130366.1,2,LR_C=0.01
AC063947.2,2,LR_C=0.01
AC025580.2,2,LR_C=0.01
AC025198.1,2,LR_C=0.01
AC093525.8,2,LR_C=0.01
AC004241.5,2,LR_C=0.01
AC093826.2,2,LR_C=0.01
ZMYND12,3,LR_C=0.01
H19,3,LR_C=0.01
CAMK2N2,3,LR_C=0.01
CSF2,3,LR_C=0.01
SGSM1,3,LR_C=0.01
HIGD2B,3,LR_C=0.01
RBMXL3,3,LR_C=0.01
LACC1,3,LR_C=0.01
OR52N5,3,LR_C=0.01
AC138647.1,3,LR_C=0.01
AL449283.1,3,LR_C=0.01
HNRNPA1P9,3,LR_C=0.01
AL445235.1,3,LR_C=0.01
AC130366.1,3,LR_C=0.01
AC063947.2,3,LR_C=0.01
AC025580.2,3,LR_C=0.01
AC025198.1,3,LR_C=0.01
AC093525.8,3,LR_C=0.01
AC004241.5,3,LR_C=0.01
AC093826.2,3,LR_C=0.01
ZMYND12,1,LR_C=0.1
H19,1,LR_C=0.1
CAMK2N2,1,LR_C=0.1
CSF2,1,LR_C=0.1
SGSM1,1,LR_C=0.1
HIGD2B,1,LR_C=0.1
RBMXL3,1,LR_C=0.1
LACC1,1,LR_C=0.1
OR52N5,1,LR_C=0.1
AC138647.1,1,LR_C=0.1
AL449283.1,1,LR_C=0.1
HNRNPA1P9,1,LR_C=0.1
AL445235.1,1,LR_C=0.1
AC130366.1,1,LR_C=0.1
AC063947.2,1,LR_C=0.1
AC025580.2,1,LR_C=0.1
AC025198.1,1,LR_C=0.1
AC093525.8,1,LR_C=0.1
AC004241.5,1,LR_C=0.1
AC093826.2,1,LR_C=0.1
ZMYND12,2,LR_C=0.1
H19,2,LR_C=0.1
CAMK2N2,2,LR_C=0.1
CSF2,2,LR_C=0.1
SGSM1,2,LR_C=0.1
HIGD2B,2,LR_C=0.1
RBMXL3,2,LR_C=0.1
LACC1,2,LR_C=0.1
OR52N5,2,LR_C=0.1
AC138647.1,2,LR_C=0.1
AL449283.1,2,LR_C=0.1
HNRNPA1P9,2,LR_C=0.1
AL445235.1,2,LR_C=0.1
AC130366.1,2,LR_C=0.1
AC063947.2,2,LR_C=0.1
AC025580.2,2,LR_C=0.1
AC025198.1,2,LR_C=0.1
AC093525.8,2,LR_C=0.1
AC004241.5,2,LR_C=0.1
AC093826.2,2,LR_C=0.1
ZMYND12,3,LR_C=0.1
H19,3,LR_C=0.1
CAMK2N2,3,LR_C=0.1
CSF2,3,LR_C=0.1
SGSM1,3,LR_C=0.1
HIGD2B,3,LR_C=0.1
RBMXL3,3,LR_C=0.1
LACC1,3,LR_C=0.1
OR52N5,3,LR_C=0.1
AC138647.1,3,LR_C=0.1
AL449283.1,3,LR_C=0.1
HNRNPA1P9,3,LR_C=0.1
AL445235.1,3,LR_C=0.1
AC130366.1,3,LR_C=0.1
AC063947.2,3,LR_C=0.1
AC025580.2,3,LR_C=0.1
AC025198.1,3,LR_C=0.1
AC093525.8,3,LR_C=0.1
AC004241.5,3,LR_C=0.1
AC093826.2,3,LR_C=0.1
ZMYND12,1,LR_C=1
H19,1,LR_C=1
CAMK2N2,1,LR_C=1
CSF2,1,LR_C=1
SGSM1,1,LR_C=1
HIGD2B,1,LR_C=1
RBMXL3,1,LR_C=1
LACC1,1,LR_C=1
OR52N5,1,LR_C=1
AC138647.1,1,LR_C=1
AL449283.1,1,LR_C=1
HNRNPA1P9,1,LR_C=1
AL445235.1,1,LR_C=1
AC130366.1,1,LR_C=1
AC063947.2,1,LR_C=1
AC025580.2,1,LR_C=1
AC025198.1,1,LR_C=1
AC093525.8,1,LR_C=1
AC004241.5,1,LR_C=1
AC093826.2,1,LR_C=1
ZMYND12,2,LR_C=1
H19,2,LR_C=1
CAMK2N2,2,LR_C=1
CSF2,2,LR_C=1
SGSM1,2,LR_C=1
HIGD2B,2,LR_C=1
RBMXL3,2,LR_C=1
LACC1,2,LR_C=1
OR52N5,2,LR_C=1
AC138647.1,2,LR_C=1
AL449283.1,2,LR_C=1
HNRNPA1P9,2,LR_C=1
AL445235.1,2,LR_C=1
AC130366.1,2,LR_C=1
AC063947.2,2,LR_C=1
AC025580.2,2,LR_C=1
AC025198.1,2,LR_C=1
AC093525.8,2,LR_C=1
AC004241.5,2,LR_C=1
AC093826.2,2,LR_C=1
ZMYND12,3,LR_C=1
H19,3,LR_C=1
CAMK2N2,3,LR_C=1
CSF2,3,LR_C=1
SGSM1,3,LR_C=1
HIGD2B,3,LR_C=1
RBMXL3,3,LR_C=1
LACC1,3,LR_C=1
OR52N5,3,LR_C=1
AC138647.1,3,LR_C=1
AL449283.1,3,LR_C=1
HNRNPA1P9,3,LR_C=1
AL445235.1,3,LR_C=1
AC130366.1,3,LR_C=1
AC063947.2,3,LR_C=1
AC025580.2,3,LR_C=1
AC025198.1,3,LR_C=1
AC093525.8,3,LR_C=1
AC004241.5,3,LR_C=1
AC093826.2,3,LR_C=1
